,Customer ID,clust,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Referred a Friend_No,Referred a Friend_Yes,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Phone Service_No,Phone Service_Yes,Multiple Lines_No,Multiple Lines_Yes,Internet Service_No,Internet Service_Yes,Internet Type_Cable,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Online Security_No,Online Security_Yes,Online Backup_No,Online Backup_Yes,Device Protection Plan_No,Device Protection Plan_Yes,Premium Tech Support_No,Premium Tech Support_Yes,Streaming TV_No,Streaming TV_Yes,Streaming Movies_No,Streaming Movies_Yes,Streaming Music_No,Streaming Music_Yes,Unlimited Data_No,Unlimited Data_Yes,Contract_Month-to-Month,Contract_One Year,Contract_Two Year,Paperless Billing_No,Paperless Billing_Yes,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check
24,9057-MSWCO,6,0.0,0.36619718309859156,0.0,0.15294117647058825,0.12437810945273632,0.09073390260789292,0.0,0.9333333333333333,0.0,0.0772488329968774,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
25,4895-TMWIR,3,0.09090909090909091,0.14084507042253522,0.5909181836367273,0.0,0.016915422885572132,0.022611354719593815,0.0,0.0,0.0911544244709262,0.04334594973398518,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
26,0533-BNWKF,1,0.18181818181818182,0.7605633802816901,0.8565713142628525,0.3176470588235294,0.6686567164179105,0.5603392568659127,0.0,0.6,0.6606690006508226,0.6103405424662025,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
27,0334-GDDSO,1,0.0,0.028169014084507043,0.1844368873774755,0.16470588235294117,0.6278606965174128,0.024798061389337638,0.0,0.0,0.007759375210395208,0.020070279428465343,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
28,5564-NEMQO,3,0.0,0.0,0.7019403880776156,0.2,0.5676616915422885,0.006519732287099007,0.0,0.13333333333333333,0.009843690388024868,0.009117760692023235,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
29,6235-VDHOM,3,0.0,0.056338028169014086,0.0,0.3058823529411765,0.10149253731343283,0.01295291945534272,0.0,0.0,0.0,0.009172953960451516,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0
30,5609-CEBID,1,0.0,0.2676056338028169,0.9747949589917982,0.1411764705882353,0.7547263681592039,0.2035079621509347,0.0,0.5333333333333333,0.2734015574855809,0.235461173208184,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0
31,5956-VKDTT,6,0.36363636363636365,0.056338028169014086,0.915383076615323,0.25882352941176473,0.5582089552238806,0.036464343411031615,0.0,0.0,0.06418456428555398,0.04534545132204603,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
32,0257-ZESQC,6,0.18181818181818182,0.36619718309859156,0.14042808561712342,0.29411764705882354,0.5666666666666667,0.22046503577198245,0.0,0.0,0.05317107655019188,0.17540838837328712,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
33,2865-TCHJW,3,0.0,0.04225352112676056,0.9671934386877376,0.2823529411764706,0.7059701492537314,0.03777982921763212,0.0,0.0,0.0542539105455688,0.0433384233791995,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0
34,5192-EBGOV,1,0.0,0.0,0.916383276655331,0.24705882352941178,0.6711442786069652,0.0077198246018924535,0.0,0.0,0.012850939204201172,0.009211421996022739,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0
35,3419-SNJJD,1,0.2727272727272727,0.9014084507042254,0.367873574714943,0.32941176470588235,0.8656716417910447,0.7809369951534733,0.0,0.0,0.3353278798895847,0.6656968819148386,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0
36,4554-YGZIH,2,0.2727272727272727,0.676056338028169,0.45849169833966796,0.16470588235294117,0.7144278606965174,0.5225536579736902,0.0,0.0,0.31505419780515725,0.4724016932625745,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0
37,5099-BAILX,1,0.09090909090909091,0.5915492957746479,0.29045809161832364,0.058823529411764705,0.9203980099502488,0.5387837525963535,0.0,0.0,0.1751498013869252,0.442457672616947,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0
38,4913-EHYUI,1,0.0,0.7746478873239436,0.9761952390478095,0.1411764705882353,0.8587064676616916,0.6664954996538195,0.0,0.0,0.7666240265715119,0.7113316797653114,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0
39,1626-ERCMM,1,0.6363636363636364,0.2676056338028169,0.10622124424884975,0.11764705882352941,0.7592039800995024,0.21703784906531273,0.0,0.0,0.029791961219955563,0.16595528676247998,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0
40,5644-PDMZC,1,0.0,0.014084507042253521,0.9495899179835967,0.2235294117647059,0.7089552238805971,0.01646665128086776,0.0,0.0,0.026633227855203216,0.019658838700181803,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0
41,4160-AMJTL,3,0.0,0.09859154929577464,0.5591118223644729,0.0,0.013930348258706454,0.016789753057927532,0.0,0.0,0.06272582418815503,0.030652334257123694,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
42,0823-HSCDJ,4,0.0,0.7183098591549296,0.0,0.21176470588235294,0.3074626865671642,0.2921878606046619,0.0,0.2,0.0,0.21404451253472576,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0
43,0067-DKWBL,6,0.0,0.014084507042253521,0.8799759951990398,0.3176470588235294,0.30845771144278605,0.008342949457650588,0.0,0.0,0.02468076034022308,0.013189518631073139,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
44,5244-IRFIH,1,0.09090909090909091,0.4507042253521127,0.5557111422284456,0.09411764705882353,0.7587064676616916,0.3561908608354489,0.0,0.0,0.2571702686325995,0.33458242947387434,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0
45,2684-EIWEO,6,0.0,0.4084507042253521,0.9177835567113423,0.2235294117647059,0.7308457711442786,0.3161031617816755,0.0,0.0,0.38611728270383094,0.34397030267653905,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
46,6683-VLCTZ,1,0.0,0.2676056338028169,0.8889777955591117,0.15294117647058825,0.7990049751243781,0.21047772905608123,0.0,0.8,0.24933234587849817,0.23668211520674895,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0
47,0691-IFBQW,1,0.0,0.6338028169014085,0.04740948189637927,0.23529411764705882,0.9129353233830846,0.5603507962150934,0.0,0.0,0.030583047195852694,0.4149914952190923,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
48,3643-AHCFP,1,0.09090909090909091,0.08450704225352113,0.4382876575315063,0.12941176470588237,0.7696517412935323,0.07218439879990769,0.0,0.0,0.043024417065014926,0.06492400890451398,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0
49,9231-ZJYAM,3,0.0,0.04225352112676056,0.73874774954991,0.21176470588235294,0.6029850746268656,0.03161781675513501,0.0,0.0,0.0414394398438026,0.03505274302181472,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0
50,0727-BMPLR,1,0.0,0.7605633802816901,0.747749549909982,0.08235294117647059,0.8134328358208955,0.6335679667666744,0.0,0.6666666666666666,0.5767353396620212,0.6392250196103356,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0
51,0947-MUGVO,6,0.09090909090909091,0.2676056338028169,0.10742148429685937,0.2823529411764706,0.5512437810945274,0.1667089776136626,0.0,0.0,0.030128593550124556,0.1295820866066008,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
52,0781-LKXBR,1,0.0,0.11267605633802817,0.9743948789757951,0.17647058823529413,0.818407960199005,0.10383106392799447,0.0,0.0,0.12298020601898607,0.1116936138043382,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0
53,1907-UBQFC,3,0.0,0.1267605633802817,0.10922184436887376,0.2823529411764706,0.5432835820895522,0.07729633048696054,0.0,0.2,0.01531677102268902,0.06287767666445336,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
54,6513-EECDB,1,0.0,0.0,0.7385477095419084,0.07058823529411765,0.5502487562189055,0.006317793676436649,0.0,0.0,0.010357054691532575,0.0074519274994606114,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
55,7074-IEVOJ,3,0.0,0.028169014084507043,0.8381676335267053,0.12941176470588237,0.6084577114427862,0.021492037849065313,0.0,0.0,0.03526223658520164,0.025873098968220386,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
56,4750-ZRXIU,1,0.0,0.04225352112676056,0.133626725345069,0.2,0.6601990049751243,0.03938379875375029,0.0,0.0,0.007495679885096165,0.030562017999695604,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0
57,7028-DVOIQ,1,0.0,0.4788732394366197,0.4166833366673334,0.2235294117647059,0.8039800995024875,0.38968382183244865,0.0,0.8,0.20451816692475144,0.3531942685972046,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0
58,4208-UFFGW,3,0.0,0.014084507042253521,0.53250650130026,0.12941176470588237,0.2656716417910448,0.00765635818139857,0.0,0.0,0.014935254381830833,0.009786770006305415,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
59,9889-TMAHG,2,0.0,0.09859154929577464,0.23144628925785157,0.3176470588235294,0.8164179104477611,0.09387837525963537,0.0,0.0,0.025965573733701387,0.07556042073995776,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0
60,8919-FYFQZ,6,0.18181818181818182,0.6056338028169014,0.0,0.32941176470588235,0.12039800995024877,0.15473113316408957,0.0,0.0,0.0,0.1119202407095513,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
61,6646-QVXLR,1,0.09090909090909091,0.8591549295774648,0.14222844568913784,0.18823529411764706,0.8507462686567164,0.734427648280637,0.0,0.0,0.12366188648757827,0.5688929066614931,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
62,9369-XFEHK,0,0.09090909090909091,0.4507042253521127,0.6639327865573114,0.17647058823529413,0.6203980099502487,0.30437341333948764,0.0,0.0,0.3072527435534909,0.3119598795114225,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
63,1374-DMZUI,1,0.0,0.04225352112676056,0.9901980396079215,0.27058823529411763,0.7567164179104477,0.04680936995153473,0.0,0.0,0.05554433447788326,0.05026685109023431,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0
64,1989-PRJHP,0,0.09090909090909091,0.36619718309859156,0.21204240848169634,0.27058823529411763,0.5696517412935324,0.21638010616201248,0.0,0.0,0.08028681074530399,0.18053132719740292,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
65,4822-RVYBB,1,0.0,0.09859154929577464,0.8091618323664733,0.3411764705882353,0.8194029850746268,0.09238402954073391,0.0,0.0,0.09077851836890416,0.0937984509089328,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0
66,4184-TJFAN,6,0.09090909090909091,0.028169014084507043,0.5155031006201239,0.023529411764705882,0.6970149253731343,0.029419570736210477,0.0,0.0,0.021687537871137145,0.027571546364854264,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1
67,4145-UQXUQ,1,0.0,0.09859154929577464,0.8587717543508702,0.10588235294117647,0.7348258706467661,0.0820620816985922,0.0,0.0,0.09634417289436478,0.087977233613035,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0
68,1236-WFCDV,1,0.0,0.18309859154929578,0.22624524904980997,0.2823529411764706,0.718407960199005,0.14393030233094853,0.0,0.0,0.04441863596579816,0.1173341985853798,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0
69,1271-SJBGZ,4,0.0,0.15492957746478872,0.0,0.11764705882352941,0.2527363184079602,0.0586372028617586,0.0,0.0,0.0,0.04228055240099081,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0
70,4441-NIHPT,6,0.0,0.16901408450704225,0.8075615123024604,0.24705882352941178,0.5577114427860697,0.10634087237479807,0.0,0.0,0.14722334432998946,0.12073945599507609,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
71,8999-BOHSE,1,0.0,0.14084507042253522,0.07921584316863373,0.3176470588235294,0.7109452736318408,0.11872836372028618,0.0,0.0,0.012219753585134318,0.0894716331688128,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0
72,7029-RPUAV,1,0.09090909090909091,0.22535211267605634,0.5637127425485097,0.18823529411764706,0.817910447761194,0.18505077313639512,0.0,0.0,0.13438923674229675,0.1739549656380091,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0
73,8111-SLLHI,1,0.09090909090909091,0.5352112676056338,0.665133026605321,0.3058823529411765,0.8696517412935324,0.49226863604892684,0.0,0.0,0.36377331178886424,0.464977362397328,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0
74,5293-WXJAK,1,0.45454545454545453,0.14084507042253522,0.34506901380276056,0.3176470588235294,0.853731343283582,0.12864643434110318,0.0,0.0,0.05322998720797146,0.10888461094599591,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0
